Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2021-03-06,LKE,9522,CGO,LXA,2,236,,,false,,2021-03-06T15:40,,,,,,,,Airbus A330-300,,,,,,,,910b7236-7967-4bce-ad82-99f987032d7a,97c034ad-56b3-4ea6-a26e-d451aafcff93,765e8d98-81ef-4338-bd96-343e2f95f976,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-03-10,LKE,9521,LXA,CGO,,,2,,false,,2021-03-10T11:40,,,,,,,,Airbus A330-300,,,,,,,,20fb11f6-220e-456e-b371-fb2c4ae1bba8,97c034ad-56b3-4ea6-a26e-d451aafcff93,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,765e8d98-81ef-4338-bd96-343e2f95f976,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-03-18,CHH,7406,TYN,CSX,,,2,,false,,2021-03-18T09:25,2021-03-18T09:26,,,,,,2021-03-18T11:22,Boeing 737-800,,,,,,,,550a2be9-56f9-4f55-ba30-9060548afc68,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,966a163f-6e10-411a-9afc-deea6a020e50,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-19,CUH,2520,CSX,LHW,2,32,,,false,,2021-03-19T15:00,,,,,,,,Boeing 737-800,,,,,,,,cdc8c7bf-5708-404d-8404-999e35d445a6,9a7eff38-fb21-4549-97f7-69938b4e0ae2,86baea5b-ada7-4048-b0f9-e647cf3e2e15,c704382d-5f56-409d-a4ad-aa1f51b3b179,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-23,CDG,8708,LHW,INC,,114,,,false,,2021-03-23T18:25,,,,,,,,Boeing 737-800,,,,,,,,3bcbbe89-1fd8-44fe-8593-13371e5cd17f,d6f3a119-e445-4af9-a250-83b84405e898,c704382d-5f56-409d-a4ad-aa1f51b3b179,09f681c8-4e53-4b28-a96b-485fc092107e,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-26,HBH,8016,INC,PKX,,8,,,false,,2021-03-26T20:50,,,,,,,,Boeing 737-800,,,,,,,,25685c4f-0ba6-4c72-9d7a-096f63877ad9,3ab3f80e-3f44-403e-93c5-d4c3fecb4f5f,09f681c8-4e53-4b28-a96b-485fc092107e,76da187a-7889-4514-8d64-0e569b6cb0d1,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-29,LKE,9938,PEK,LUM,2,,,,false,,2021-03-29T07:40,2021-03-29T07:25,,,,,2021-03-29T11:45,2021-03-29T12:17,Boeing 737-700,,,,,,,,b5cb18f0-2fb7-4c03-bffd-db1f3d4d0c0c,97c034ad-56b3-4ea6-a26e-d451aafcff93,fa495023-95f7-46c7-abf5-69a5f2120d69,22fd6d65-8c38-4f18-ad7c-949b050f66df,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2021-03-31,LKE,9922,LUM,KMG,,,,,false,,2021-03-31T08:50,2021-03-31T08:40,,,,,2021-03-31T10:00,2021-03-31T09:45,Boeing 737-700,,,,,,,,8d0ba799-1fe4-48b4-9d02-1055121b6acc,97c034ad-56b3-4ea6-a26e-d451aafcff93,22fd6d65-8c38-4f18-ad7c-949b050f66df,e90b5211-2818-465b-a4f2-f6f7fb8da6b1,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2021-04-01,CHH,7674,NNG,CSX,,29,2,,false,,2021-04-01T18:50,2021-04-01T19:15,,,,,,2021-04-01T21:07,Boeing 737-800,,,,,,,,8315ba0c-e328-4205-b6d0-2c93c6392483,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,72d8296d-f5f4-4152-8158-45fabcf0aaf0,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2021-04-07,CHH,7673,CSX,NNG,2,36,,,false,,2021-04-07T16:05,2021-04-07T16:05,,,,,,2021-04-07T17:46,Boeing 737-800,,,,,,,,4ede908f-8386-4bf0-807f-075921ddafe0,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,72d8296d-f5f4-4152-8158-45fabcf0aaf0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-04-13,CHH,7164,NNG,PEK,,,2,,false,,2021-04-13T12:40,2021-04-13T13:10,,,,,,2021-04-13T16:05,Airbus A330-300,,,,,,,,977fd999-e2c4-41ef-b75b-802da28d6015,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,72d8296d-f5f4-4152-8158-45fabcf0aaf0,fa495023-95f7-46c7-abf5-69a5f2120d69,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-04-19,LKE,9522,CGO,LXA,2,239,,,false,,2021-04-19T17:15,,,,,,,,Airbus A330-300,,,,,,,,f7f6198d-50d1-43e4-8538-367bd94e7c04,97c034ad-56b3-4ea6-a26e-d451aafcff93,765e8d98-81ef-4338-bd96-343e2f95f976,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-04-25,CHB,6272,LXA,CKG,,,2,,false,,2021-04-25T17:45,,,,,,,,Airbus A319,,,,,,,,0f65802a-686f-4caa-9044-08e0f305702b,d475b861-a0a6-431d-87e9-5ebcb670f65a,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,e1bae218-a685-4595-9d35-a07859dcfbc0,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2021-04-25,CHH,7410,CKG,CSX,3,,2,,false,,2021-04-25T23:10,2021-04-25T23:44,,,,,,2021-04-26T01:02,Boeing 737-800,,,,,,,,9c9732cf-a0f4-4093-ae55-f7a1a5a53019,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,e1bae218-a685-4595-9d35-a07859dcfbc0,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-04-29,GCR,7432,CSX,CKG,2,26,3,,false,,2021-04-29T16:20,2021-04-29T16:33,,,,,,2021-04-29T18:03,Airbus A330-300,,,,,,,,eb72c452-0b53-4fcd-9255-7511251cf40f,2e6df9a4-f4dc-4c31-832d-31bf0083aedb,86baea5b-ada7-4048-b0f9-e647cf3e2e15,e1bae218-a685-4595-9d35-a07859dcfbc0,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-05-07,CSN,8648,DCY,CTU,,3,2,,false,,2021-05-07T11:45,,,,,,,,Airbus A319,,,,,,,,24ceb1a6-94e7-4a58-9dd8-8340a38b967b,255d4d33-d2aa-4a84-bc7d-0613c507151f,dc7e220d-f836-46f2-b1dc-a60c5113410a,b0c5320c-15c1-4f40-b789-0cfe491aeb91,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2021-05-09,LKE,9675,CTU,LXA,2,32,,,false,,2021-05-09T08:35,2021-05-09T08:41:27,,,,,,,Airbus A330-300,,,,,,,,901da787-bcb1-40d4-8797-67459fad5158,97c034ad-56b3-4ea6-a26e-d451aafcff93,b0c5320c-15c1-4f40-b789-0cfe491aeb91,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-05-17,LKE,9521,LXA,CGO,,B2,2,,false,,2021-05-17T12:15,,,,,,,,Airbus A330-300,,,,,,,,0bebde88-c249-4e08-8ea9-08e8fef87978,97c034ad-56b3-4ea6-a26e-d451aafcff93,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,765e8d98-81ef-4338-bd96-343e2f95f976,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-05-17,CUH,2504,CGO,URC,2,,2,,false,,2021-05-17T17:40,,,,,,,,Boeing 737-800,,,,,,,,f63e397c-70a4-4d54-97ca-bcac0d0302ad,9a7eff38-fb21-4549-97f7-69938b4e0ae2,765e8d98-81ef-4338-bd96-343e2f95f976,69533e3e-9b8d-4609-b30a-6957ba1e7a18,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-05-19,CHH,7226,URC,CAN,2,98,1,,false,,2021-05-19T15:45,2021-05-19T16:46,,,,,,2021-05-19T21:54,Boeing 737-800,,,,,,,,ed99a5a4-5c18-4731-bf05-fa698aac64cf,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,69533e3e-9b8d-4609-b30a-6957ba1e7a18,7436d9ad-c589-49cb-9578-7762e8598fdc,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-05-25,CHH,7488,XMN,CSX,4,80,2,,false,,2021-05-25T11:20,2021-05-25T14:36,,,,,,,Boeing 737-800,,,,,,,,1ea97dac-ed3c-4735-8ad9-aa1cd82f69a1,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,4b0054f0-7183-4b80-bfa1-1f79ad79ffe5,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-06-07,CHH,7336,CSX,PEK,2,23,2,,false,,2021-06-07T19:40,2021-06-07T19:40,,,,,,2021-06-07T22:13,Boeing 737-800,,,,,,,,1ad81b1a-e9dc-4c86-ad90-5d45b6f2b596,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,fa495023-95f7-46c7-abf5-69a5f2120d69,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-06-11,CBG,7870,JNG,CSX,,,2,,false,,2021-06-11T17:10,2021-06-11T17:26,,,,,2021-06-11T18:45,2021-06-11T19:14,Embraer 190,,,,,,,,17330cad-ea3e-4e07-a3a8-278848d1d49a,e7920345-b8e9-4426-ad3f-bd588e304c5c,c7c2ad8f-4eee-40d7-855b-b6ef78e6c0cc,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,fb807099-ea21-44f1-afb3-388faab25ae3
2021-06-15,CBJ,5886,CSX,LJG,2,25,,,false,,2021-06-15T09:45,,,,,,,,Airbus A319,,,,,,,,3bf054e3-2e68-46cf-956f-141a70e084c8,2ed2a000-e93f-455e-bd8c-1900af0f8ea2,86baea5b-ada7-4048-b0f9-e647cf3e2e15,a3fc32cd-bd1f-480a-8329-66d152c1ff9b,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2021-06-22,CCA,4067,LJG,CSX,,2,1,,false,,2021-06-22T11:15,2021-06-22T11:09,,,,,,2021-06-22T13:32,Airbus A320,,,,,,,,54e96a2a-2246-4a30-93b8-32284801fb4a,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,a3fc32cd-bd1f-480a-8329-66d152c1ff9b,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,dd390a1f-e92a-4411-ab72-04db16d42030
2021-06-23,CHH,7785,CSX,NGB,2,39,,,false,,2021-06-23T13:25,,,,,,,,Boeing 737-800,,,,,,,,4f6c6687-202c-4ea9-92ea-86eff058ce83,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,3ddea532-f598-4107-a947-3385761a9d90,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-06-26,CSN,3677,PVG,KMG,2,H189,,,false,,2021-06-26T07:40,,,,,,,,Airbus A321,,,,,,,,161b64cb-c031-4923-921f-5d5aa888ae1c,255d4d33-d2aa-4a84-bc7d-0613c507151f,94ecd389-4c82-477f-8502-261c27f5b6fa,e90b5211-2818-465b-a4f2-f6f7fb8da6b1,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2021-06-28,CHB,6346,NGB,CGO,,216,2,,false,,2021-06-28T10:05,,,,,,,,Airbus A320,,,,,,,,16a79214-d810-40c3-ac1e-30f25ab8bd19,d475b861-a0a6-431d-87e9-5ebcb670f65a,3ddea532-f598-4107-a947-3385761a9d90,765e8d98-81ef-4338-bd96-343e2f95f976,,dd390a1f-e92a-4411-ab72-04db16d42030
2021-06-28,LKE,9522,CGO,LXA,2,239,,,false,,2021-06-28T15:35,,,,,,,,Airbus A330-300,,,,,,,,4c95bcab-4f10-4f61-9fa6-04ecedb8a6ce,97c034ad-56b3-4ea6-a26e-d451aafcff93,765e8d98-81ef-4338-bd96-343e2f95f976,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-07-05,CXA,8626,TFU,CSX,T2,,2,,false,,2021-07-05T20:00,2021-07-05T19:48,,,,,2021-07-05T21:50,2021-07-05T21:46,Boeing 737-800,,,,,,,,7de4fbb8-c8d4-414a-96b0-12ebd1b84a05,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,40ec87e9-232a-46b1-b6fb-a8e4500b4e3d,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-07-05,LKE,9676,LXA,TFU,T2,,T2,,true,,2021-07-05T20:10,,,,,,2021-07-05T22:10,,Airbus A330-300,,,,,,,,c9017082-a70f-425b-b8c1-300e24979058,97c034ad-56b3-4ea6-a26e-d451aafcff93,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,40ec87e9-232a-46b1-b6fb-a8e4500b4e3d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-07-06,LKE,9676,LXA,TFU,T2,,T2,,false,,2021-07-06T20:10,2021-07-06T23:55,,,,,2021-07-06T22:10,2021-07-07T02:07,Airbus A330-300,,,,,,,,62130912-9f26-425b-a4ea-747d5070858c,97c034ad-56b3-4ea6-a26e-d451aafcff93,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,40ec87e9-232a-46b1-b6fb-a8e4500b4e3d,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-09-09,ACA,8,HKG,YVR,1,26,I,D70,false,,2021-09-09T19:05,2021-09-09T19:33,,,,,2021-09-09T15:50,2021-09-09T15:52,Boeing 787-9,,,,,,,,e7b3cbfd-aa4f-4187-aa0e-86c452b30b3c,e01c58da-cfd8-4db7-9078-f950d668ba1a,7da61aa8-3d56-411b-8be5-50a198e86c60,c71de46b-62e9-43fb-83e7-1f44a3a393fe,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2021-09-09,JZA,8099,YVR,SEA,I,E85,Main,S1A,false,,2021-09-09T19:45,2021-09-09T19:54,,,,,2021-09-09T20:43,2021-09-09T20:52,DHC-8-400 Dash 8Q,,,,,,,,4b9300d4-dace-495c-be0a-36ea1795d51d,4ef084b8-08f8-4962-b1b4-a8f5225e237f,c71de46b-62e9-43fb-83e7-1f44a3a393fe,b3f217fd-4bc7-4806-9efe-abe9446a74df,,59b23fcb-b36b-49f7-9fb9-b1dc2a1a47d1
2021-09-14,ASA,2,SEA,DCA,Main,D3,B,18,false,,2021-09-14T13:51,2021-09-14T13:45,,,,,2021-09-14T21:59,2021-09-14T21:39,Airbus A321neo,,,,,,,,59586d18-268e-4e7b-b589-66b668d0c8c0,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2021-09-17,UAL,1269,DCA,IAH,B,14,C,C10,false,,2021-09-17T08:30,2021-09-17T08:29,,,,,2021-09-17T10:51,2021-09-17T10:24,Boeing 737-700,,,,,,,,34939c4e-2f5e-46ba-8360-8d471562dfb3,b57b4c86-4724-48f1-80be-d7de4036004a,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2021-09-20,UAL,1289,IAH,SEA,E,E8,Main,A8,false,,2021-09-20T09:37,2021-09-20T10:15,,,,,2021-09-20T12:30,,Boeing 737-900ER,,,,,,,,392e9192-2a69-420c-a1d9-240e1a282e30,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2021-12-08,KAL,20,SEA,ICN,Main,S15,2,264,false,,2021-12-08T10:40,2021-12-08T10:43,,,,,2021-12-09T15:45,2021-12-09T15:43,Airbus A330-300,,,,,,,,f0ed382b-c89b-4a51-9e60-9a5be40f890a,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,b3f217fd-4bc7-4806-9efe-abe9446a74df,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-12-09,KAL,653,ICN,BKK,2,231,,,false,,2021-12-09T19:05,2021-12-09T19:05,,,,,2021-12-09T23:20,2021-12-09T22:24,Boeing 787-9,,,,,,,,31867b69-2363-47d9-88ed-ab9459f1aa93,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,548d409f-68f7-4450-aaaf-87133919af6d,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2021-12-13,AIQ,3445,DMK,CNX,2,,,,false,,2021-12-13T14:55,2021-12-13T14:52,,,,,,2021-12-13T16:09,Airbus A321neo,,,,,,,,02188040-39df-4082-a6c9-ef0d7f9f1486,49f5be2c-d4c1-4371-a45b-4ec4aabd7011,99e501ce-1da8-427e-b685-4f54c4a1a6ee,f1318050-6936-43d1-ac48-fc4ecdb11ce1,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2021-12-16,AIQ,3160,CNX,HKT,,,D,,false,,2021-12-16T13:05,2021-12-16T13:13,,,,,,2021-12-16T15:09,Airbus A320,,,,,,,,c4fe1529-0685-4c9b-81c4-b9ea7aaf05ef,49f5be2c-d4c1-4371-a45b-4ec4aabd7011,f1318050-6936-43d1-ac48-fc4ecdb11ce1,5c2e8f65-88c9-4917-a076-4043eff8a926,,dd390a1f-e92a-4411-ab72-04db16d42030
2021-12-21,THD,8760,HKT,BKK,D,,,,false,,2021-12-21T14:05,2021-12-21T13:59,,,,,,2021-12-21T15:19,Airbus A320,,,,,,,,b9aed723-cd24-41ed-8012-b3292ef92eab,32472281-9240-4367-b71e-7cf9d894e678,5c2e8f65-88c9-4917-a076-4043eff8a926,548d409f-68f7-4450-aaaf-87133919af6d,,dd390a1f-e92a-4411-ab72-04db16d42030
2021-12-27,KAL,654,BKK,ICN,,,2,253,false,,2021-12-27T00:40,2021-12-27T00:39,,,,,,2021-12-27T07:34,Airbus A330-300,,,,,,,,6fafe9b4-203b-4370-8f15-08faeefb12d4,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,548d409f-68f7-4450-aaaf-87133919af6d,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2021-12-27,KAL,19,ICN,SEA,2,266,Main,S8,false,,2021-12-27T16:00,2021-12-27T15:58,,,,,2021-12-27T08:40,2021-12-27T08:30,Airbus A330-300,,,,,,,,cb216dfc-d8b0-4abe-a1c9-2dbffceff714,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,b3f217fd-4bc7-4806-9efe-abe9446a74df,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2022-03-13,ASA,766,SEA,SFO,Main,N4,2,D8,false,,2022-03-13T08:00,2022-03-13T07:56,,,,,2022-03-13T10:10,2022-03-13T10:01,Boeing 737-900ER,,,,,,,,a9859989-4d88-44c1-bae7-9b8c7e592530,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,24012541-435d-4a27-af8a-4791336f1965
2022-03-13,ASA,1272,SFO,PVR,2,D9,,6,false,,2022-03-13T11:05,2022-03-13T11:00,,,,,2022-03-13T15:42,2022-03-13T15:31,Airbus A320,,,,,,,,79512a3d-6d2a-4dbe-bc20-8fad0e630587,45411282-5411-46ac-89ce-720ab9efe700,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,c57aa8af-b649-42e3-ac05-a92fa88cbe8a,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-03-16,AMX,335,PVR,MEX,1,1,T2,Q,false,,2022-03-16T12:53,2022-03-16T12:49,,,,,2022-03-16T14:25,2022-03-16T14:28,Boeing 737-800,,,,,,,,e4659109-22d3-4c21-a548-0000607d911a,7ea1f32b-1df8-4328-8c36-3473a8abea7c,c57aa8af-b649-42e3-ac05-a92fa88cbe8a,52352c99-6347-4c4e-9472-3c8556ee037f,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-03-16,AMX,834,MEX,MID,2,64,,,false,,2022-03-16T16:30,2022-03-16T16:38,,,,,2022-03-16T18:21,2022-03-16T19:00,Boeing 737-800,,,,,,,,14d9f4c2-ef57-4fda-bb14-df9151091bbf,7ea1f32b-1df8-4328-8c36-3473a8abea7c,52352c99-6347-4c4e-9472-3c8556ee037f,c504edac-29e7-4a01-ad7d-a53373931ca2,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-03-21,AMX,833,MID,MEX,,C7,2,72,false,,2022-03-21T14:45,2022-03-21T16:54,,,,,2022-03-21T16:55,2022-03-21T19:03,Boeing 737 MAX 8,,,,,,,,1a2f1969-759c-4743-b6d5-510d6be177d0,7ea1f32b-1df8-4328-8c36-3473a8abea7c,c504edac-29e7-4a01-ad7d-a53373931ca2,52352c99-6347-4c4e-9472-3c8556ee037f,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-03-21,SLI,132,MEX,BJX,2,,,,false,,2022-03-21T20:50,2022-03-21T21:21,,,,,,2022-03-21T22:31,Embraer 190,,,,,,,,e598556d-3050-42dd-b061-83b7aab2e9c8,4f1e4d09-7f4a-4672-8e82-7fb29f08ff4a,52352c99-6347-4c4e-9472-3c8556ee037f,52b4e51b-cdf3-4c14-9963-b43eba5fee1e,,fb807099-ea21-44f1-afb3-388faab25ae3
2022-03-23,SLI,176,BJX,MEX,1,2,T2,Q,false,,2022-03-23T11:22,2022-03-23T11:17,,,,,2022-03-23T12:20,2022-03-23T12:20,Embraer 190,,,,,,,,b61a0c67-9d20-4734-92b1-285202f5720c,4f1e4d09-7f4a-4672-8e82-7fb29f08ff4a,52b4e51b-cdf3-4c14-9963-b43eba5fee1e,52352c99-6347-4c4e-9472-3c8556ee037f,,fb807099-ea21-44f1-afb3-388faab25ae3
2022-03-25,AMX,488,MEX,SEA,2,73,Main,S2,false,,2022-03-25T10:30,2022-03-25T10:30,,,,,2022-03-25T15:25,2022-03-25T15:37,Boeing 737-800,,,,,,,,63c58e39-2d9b-4ca5-b671-a9940df36f54,7ea1f32b-1df8-4328-8c36-3473a8abea7c,52352c99-6347-4c4e-9472-3c8556ee037f,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-05-27,ASA,1095,SEA,IAD,Main,D5,Main,B65,false,,2022-05-27T15:55,2022-05-27T15:54,,,,,,2022-05-27T23:54,Boeing 737-800,,,,,,,,52f92740-cf29-4049-b30c-8ba9a703d639,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,519696f5-bda6-457c-ae4c-dd1cb07e20de,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-06-06,ETH,517,IAD,LFW,Main,,,,false,,2022-06-06T21:15,2022-06-06T21:46,,,,,2022-06-07T11:55,2022-06-07T12:28,Boeing 787-8,,,,,,,,12c5bf7a-405e-4f8f-8c49-14285c530b20,b510dd1e-6789-47c5-9b06-50e46c82b74a,519696f5-bda6-457c-ae4c-dd1cb07e20de,85d6c8e9-3d5f-454c-b7f3-15deff1c5d76,,4f948d40-962a-4fdf-b1d9-424282d24f76
2022-06-07,ETH,517,LFW,ADD,,,2,,false,,2022-06-07T12:55,2022-06-07T13:34,,,,,2022-06-07T21:20,2022-06-07T22:08,Boeing 787-8,,,,,,,,73d569f2-115e-4a00-b5ce-b7988e402f37,b510dd1e-6789-47c5-9b06-50e46c82b74a,85d6c8e9-3d5f-454c-b7f3-15deff1c5d76,4db79b60-8ce9-4cbc-b1c3-cd3a68675c0c,,4f948d40-962a-4fdf-b1d9-424282d24f76
2022-06-07,ETH,686,ADD,DEL,2,,3,,false,,2022-06-07T22:55,2022-06-07T23:05,,,,,2022-06-08T08:10,2022-06-08T07:54,Boeing 787-8,,,,,,,,c28a407d-1342-4dac-8f0c-b33e8aa6dde3,b510dd1e-6789-47c5-9b06-50e46c82b74a,4db79b60-8ce9-4cbc-b1c3-cd3a68675c0c,8efaad68-a8cb-45c5-b819-dfeb8cbe505b,,4f948d40-962a-4fdf-b1d9-424282d24f76
2022-06-08,AIC,215,DEL,KTM,3,6,I,,false,,2022-06-08T12:25,2022-06-08T12:20,,,,,2022-06-08T14:10,2022-06-08T14:30,Airbus A320,,,,,,,,35e66bc2-e290-4c58-a4bc-99ff9080449a,b13dde84-41e3-49fa-8a3c-536ee9eda8b0,8efaad68-a8cb-45c5-b819-dfeb8cbe505b,b226a31b-a92c-4eff-81f6-adfc718270bd,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-07-12,BHA,619,KTM,PKR,,,,,false,,2022-07-12T12:30,,,,,,2022-07-12T13:00,,,,,,,,,,6a536eee-4f15-4137-9fa1-0abc714ccc3a,e948b2ee-a402-4f76-bdb5-81fbc7df6fca,b226a31b-a92c-4eff-81f6-adfc718270bd,58f22d75-f5ae-4b31-abba-961a15491b27,,
2022-07-18,BHA,656,PKR,KTM,,,,,false,,2022-07-18T07:45,,,,,,2022-07-18T08:15,,,,,,,,,,975e2ddf-5f86-468c-b165-2ee7ab057689,e948b2ee-a402-4f76-bdb5-81fbc7df6fca,58f22d75-f5ae-4b31-abba-961a15491b27,b226a31b-a92c-4eff-81f6-adfc718270bd,,
2022-08-02,THD,320,KTM,BKK,I,,,,false,,2022-08-02T13:40,2022-08-02T13:34,,,,,2022-08-02T18:25,2022-08-02T18:19,Airbus A320,,,,,,,,bd0b51a3-bbec-4668-9c55-22e75fb2c6ef,32472281-9240-4367-b71e-7cf9d894e678,b226a31b-a92c-4eff-81f6-adfc718270bd,548d409f-68f7-4450-aaaf-87133919af6d,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-08-18,AIQ,1030,DMK,LPQ,1,,,,false,,2022-08-18T14:30,2022-08-18T14:19,,,,,2022-08-18T16:00,2022-08-18T15:40,Airbus A320,,,,,,,,4d8b76c4-c6ee-40a1-a336-cb26d562492b,49f5be2c-d4c1-4371-a45b-4ec4aabd7011,99e501ce-1da8-427e-b685-4f54c4a1a6ee,ac8fcead-167a-4264-928b-1e1e865a7008,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-08-25,HVN,921,VTE,PNH,,,,,false,,2022-08-25T12:10,2022-08-25T11:59,,,,,2022-08-25T13:35,2022-08-25T13:23,Airbus A321,,,,,,,,01ea589a-1f68-4889-88ea-f9e0137b038b,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,08dfb65c-d8fb-4b72-9a0e-f7793e054d6f,a538645a-b6c1-41a6-b8fe-39f68c23b447,,5904cdc2-eccf-41fe-8345-e82a51d3269c
